f1,f2,f3,f4,f5,target,quarter_dt
-1.468318851937184,-1.322840366574093,0.06304423630796177,0.5603584640778673,0.7729893747756826,1,2022-04-01
-1.2789888337667832,-0.4423913784773794,-0.3197307428842781,-0.24741410062059987,1.524786603973546,1,2022-01-01
-1.028130671602435,-1.6866458107247366,0.49605049481481883,1.1487858329252394,0.366384265931633,1,2022-01-01
-1.6903622561967284,-2.4245024734056067,0.5416998212440278,1.5834537021675008,-0.28942207475681125,1,2022-04-01
0.21594047704368236,0.8985183701055912,-0.3044848017867527,-0.8592039662848773,1.8423854716210593,0,2022-10-01
-3.9262370676227905,0.9422168991711775,-2.641273274366971,-2.866033866616842,0.9464472050607694,0,2022-01-01
-0.466291102679948,-1.4007833282790596,0.6351603586310907,1.1334741529393655,0.4904273871110951,1,2022-10-01
-2.7398964317833823,-2.317004612508284,-0.14627613562094954,1.0030036267363323,-1.0562292000967457,1,2022-07-01
-3.1069983601845466,1.0035101755079285,-2.2560431947498065,-2.5167264878886497,0.6244292749948288,0,2022-07-01
-1.4855966910496712,-1.7055257332850728,0.2829166018683686,0.9315710451672102,0.7114302672723114,1,2022-01-01
-0.7727870950675395,-2.6857139716172984,1.2110258427723728,2.276866156314057,-0.11687730770600213,1,2022-04-01
1.0861013904585677,-2.2425513781519357,1.882976603497913,2.7802678242043806,-1.0897858263358533,0,2022-01-01
0.23298923839789376,-0.913775899432421,0.5754472259009968,1.080061737514237,-1.5809449815561438,0,2022-07-01
-0.8588518705646897,-0.6833311790693989,0.035723029230514444,0.20515124376661065,1.2389877449934328,1,2022-07-01
0.03662537567349333,-0.1582404325108071,0.23834473486093666,0.09785209505234775,1.7759592347749416,0,2022-10-01
1.4363701053889946,-2.6688590278325277,2.314198369575827,3.3812744897077174,-1.3668007402881301,0,2022-01-01
1.1057275313732573,-0.5603015415718366,1.0048232505607677,1.0473505986392935,0.9137106443176788,0,2022-01-01
-0.5337570750960821,-0.33645739986215295,-0.25745513177108836,0.1808508546793867,-2.519656261288329,1,2022-07-01
-2.4840791800250006,-1.8456944771766797,-0.3655678253051279,0.7062655878058702,-2.084877418751292,1,2022-07-01
-0.9180497016075143,-0.9185488174263812,-0.07828183206929121,0.5481875861973905,-2.043994020517177,1,2022-07-01
0.9197717526980368,-0.8810134753749856,0.894921836257699,1.4004440877376199,-2.0669416789016033,0,2022-07-01
-0.55072001976914,0.7415549578834693,-0.6787043412686112,-1.0417302770104435,1.0587801032058273,0,2022-07-01
-1.6472877238871875,-0.8313049658727678,-0.3098711909557613,-0.025277926349717338,1.124443525308113,1,2022-07-01
-1.3876845398876034,-0.09922969976362273,-0.5532104779268232,-0.659625117461518,2.033034118242933,1,2022-10-01
0.7425744124264442,-1.2332380405423229,1.0105464929568226,1.6636470752134473,-2.1117429608569585,0,2022-01-01
0.1984003866548465,-1.1667013579875813,0.8701104347492833,1.2136499173907578,0.7370425592695528,1,2022-01-01
-0.212612111760918,1.493867998750211,-0.9289586458710515,-1.6349762475785237,1.4257091972077123,0,2022-10-01
-0.1575414122488905,-0.03196957672729761,0.02248092410566666,-0.09961225415098486,1.2891386719739486,1,2022-01-01
-1.145468067440677,-1.4675337714115746,0.3238828743777723,0.8605963370431718,0.733628736704677,1,2022-07-01
-0.47269613553308965,-1.626421050562054,0.6691370590356918,1.4148592004632954,-0.9692821059060542,1,2022-10-01
-1.5873876668965394,-1.2454491077973224,-0.16474840661312984,0.49858093268636106,-0.9158474954702316,1,2022-10-01
-0.18343266136001957,-0.10128155622273771,-0.07102668821167575,0.03174763464226401,-0.4842075085097959,1,2022-04-01
-1.602049010867289,-2.905634180364544,0.8884130582962211,2.096795171037549,-0.21322082038920565,1,2022-07-01
-1.8607904299683995,-0.7315053372167195,-0.5396889428988852,-0.19383737989914646,0.3520073345517354,0,2022-01-01
-1.1144228322973142,0.011770604205425972,-0.4874814824929959,-0.6276384070567896,1.8161055242938846,1,2022-07-01
-0.9551265749852843,-1.5805419334312334,0.4193094087599455,1.111627198905448,-0.3858060767313194,1,2022-10-01
-0.36403706497877475,-1.3026594615612443,0.5501304891255203,1.136344536850992,-0.6847219708112448,1,2022-01-01
0.8865295944009077,-0.8624461740600127,0.9774430437279845,1.2966004777117042,-0.4370013403637537,0,2022-04-01
-1.4292736625671263,-1.240414694258127,0.018304323506078798,0.5077592302703497,0.545053339988909,1,2022-07-01
-0.24132604740975505,-2.0626510893388827,1.2042362034858611,1.8673397802335738,1.1188819140126793,0,2022-04-01
0.9742931074661001,-0.7528831066895926,1.0084300112721007,1.1999323287468724,0.29407956363819565,0,2022-10-01
-1.0243239433865357,-0.19400709647296166,-0.35736612645497756,-0.3538676521109188,1.1701967276150151,0,2022-07-01
0.5628164501156145,-1.5003212445303329,1.0439398042020602,1.8596946411772861,-2.57746645285336,0,2022-04-01
0.08822158322687357,-0.5406973202171685,0.41319265331302724,0.5532211045174791,0.5159400259355007,0,2022-07-01
0.7736692204099533,0.3441379986254929,0.006725828620924044,0.16121469049446394,-2.9615278971665377,1,2022-01-01
-0.3491352114878864,0.3866779992907493,-0.30742084138760706,-0.6229094660750804,1.7192250330930698,0,2022-01-01
-1.0500497441155745,0.13858949305357204,-0.8556401628058398,-0.5191557533849435,-2.9287256153239998,1,2022-01-01
0.06231821470818022,0.27738783214480134,-0.19325544045247606,-0.20717718341780642,-0.8426846323299346,1,2022-04-01
-1.928123973460992,-1.6787459843338293,-0.01844248817654977,0.7191281326736907,0.058982782106656195,1,2022-10-01
-0.35834216637074934,1.7885994915760068,-1.2413458867517586,-1.9625165527127695,0.6469823422781666,0,2022-01-01
1.885901053465012,-3.6848132303760495,3.159583862966068,4.610717710656206,-1.636057527383385,0,2022-10-01
-0.3039204024510129,1.021971719846213,-0.7538461667779952,-1.1750327913074197,0.5047203485101031,0,2022-07-01
0.6129557817695073,-0.2709979282244539,0.4027834795727878,0.6223647158460475,-1.3882420566161375,0,2022-10-01
0.3616450033869697,-2.172066097406648,1.5526884273578339,2.294875415317269,0.4541881512590351,0,2022-04-01
0.8859908135122687,-0.4381755174764208,0.6024965101167175,0.9503571340858147,-2.1238952881769064,0,2022-07-01
-0.08553194123870278,0.34228731648906696,-0.3098451769815791,-0.34458980486609186,-0.7950864455783008,0,2022-10-01
1.167607809166646,-0.47029308555587446,0.7431941128038394,1.1378360417695073,-2.5867666416437283,0,2022-07-01
-1.9344931032548398,-1.0305703734529024,-0.34740065142754706,0.034164982662844234,1.0779788243463717,1,2022-10-01
-0.7141799208505818,-0.21844745112526098,-0.3484802605452639,-0.07159745910952706,-1.3700890791958082,1,2022-04-01
-1.136566549346231,-0.45045584541154104,-0.4910264890617346,-0.013188626581447586,-2.168325006235354,1,2022-10-01
-2.1777261475953935,-1.8897551305985378,-0.08900258891356848,0.8459517489069526,-0.8703518036619327,1,2022-01-01
-2.9898702693465107,0.6470415660367292,-1.9820242780546007,-2.1046237857811936,0.5217617056575434,0,2022-04-01
-1.1992027433026915,-1.1543634007709176,0.11939055218844594,0.516380165303548,0.9629745389400354,1,2022-10-01
0.8962117291998662,1.0917593729115205,-0.3119561664308486,-0.5599965654848642,-1.9284391321558652,0,2022-01-01
-1.6169611679163123,2.251056638309568,-2.220729453444046,-3.0176572762881104,0.4432971150720669,0,2022-01-01
0.09162869059003986,2.4752788686974094,-1.4110768730930996,-2.4244761449798826,0.7189950845352407,0,2022-04-01
-0.0061474213886199,-1.2767572534171672,0.8440278060769176,1.2121298572285144,0.9965137151053023,1,2022-04-01
1.683346281968991,1.3311530078637572,0.30792154173392805,-0.6256541586490997,3.004264486761009,0,2022-01-01
